timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
301124401,301123837,0.7,5.1493e-05,-2.8096132,1.0174725,0.86204094,1.0,1
301224240,301223845,0.7,5.320417e-05,-2.226631,1.0182118,0.54102314,1.0,1
301324371,301323836,0.7,5.262304e-05,-2.4550402,1.0178887,0.657922,1.0,1
301424374,301423841,0.7,5.013093e-05,-2.8090649,1.0169818,0.86212015,1.0,1
301524376,301523845,0.7,4.8560458e-05,-2.8733916,1.0164157,0.90255934,1.0,1
301624226,301623838,0.7,4.9277027e-05,-3.6645513,1.0239519,1.4572014,1.0057805,1
301724369,301723837,0.7,5.1664516e-05,-3.1769028,1.0169024,1.1027727,1.0,1
301824438,301823848,0.7,5.5952423e-05,-3.0296361,1.0183625,1.0014656,1.0,1
301924372,301923838,0.7,5.4896635e-05,-2.477724,1.0187566,0.66956526,1.0,1
302024371,302023836,0.7,5.81494e-05,-2.17363,1.0198176,0.51476175,1.0,1
302124223,302123839,0.7,5.663746e-05,-2.7850332,1.0191226,0.8456522,1.0,1
302224219,302223836,0.7,5.144095e-05,-2.6961024,1.0172932,0.7939335,1.0,1
302324372,302323838,0.7,5.133582e-05,-3.3477037,1.0165404,1.2249739,1.0,1
302424399,302423838,0.7,5.1184765e-05,-2.8794153,1.0173495,0.9055157,1.0,1
302524230,302523837,0.7,5.1113184e-05,-3.1781836,1.0167406,1.1038378,1.0,1
302624224,302623836,0.7,5.483414e-05,-3.3131084,1.0180401,1.1980196,1.0,1
302724372,302723838,0.7,5.3897584e-05,-2.1687536,1.0185707,0.51308197,1.0,1
302824441,302823881,0.7,5.9710263e-05,-3.3887432,1.0199758,1.2509644,1.0,1
302924236,302923842,0.7,6.013269e-05,-2.3287954,1.0211173,0.59012574,1.0,1
303024222,303023839,0.7,6.265741e-05,-3.4499896,1.0209997,1.2952912,1.0,1
